day,hour,cost,P1,P2,V,T1,T2,H,price,daily_total
1,0,0.0,0.0,0.0,0,21.0,21.0,40.0,4.3112,0.0
1,1,0.0,0.0,0.0,0,19.2594,18.9094,48.7192,3.5247,0.0
1,2,18.1633,3.0,3.0,0,17.5627,17.3741,58.3521,3.0272,18.1633
1,3,18.4954,3.0,3.0,0,19.2729,19.0724,68.14,3.0826,36.6587
1,4,26.4669,3.0,3.0,1,21.0269,20.8747,78.9891,3.3084,63.1256
1,5,8.3846,0.0,0.0,1,22.0257,22.0213,75.2397,4.1923,71.5102
1,6,10.9408,0.0,0.0,1,20.0254,20.0165,71.0359,5.4704,82.451
1,7,26.1635,1.1327,3.0,0,18.052,18.1564,65.8046,6.3308,108.6145
1,8,31.6409,0.927,1.5626,1,18.0487,19.8796,75.0084,7.0477,140.2554
1,9,13.4247,0.0,0.0,1,18.0678,18.0134,69.3826,6.7123,153.6801
2,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.3322,0.0
2,1,0.0,0.0,0.0,0,19.1147,18.9229,47.5383,8.6481,0.0
2,2,47.3076,3.0,3.0,0,17.3023,17.2964,55.1914,7.8846,47.3076
2,3,36.5756,3.0,3.0,0,19.0479,18.9061,64.1959,6.0959,83.8831
2,4,39.3561,3.0,3.0,1,20.6377,20.6635,72.8107,4.9195,123.2392
2,5,36.7561,3.0,3.0,1,21.8216,21.5662,67.9928,4.5945,159.9952
2,6,21.8025,3.0,0.0,1,22.7305,22.5953,62.6829,4.3605,181.7978
2,7,10.7186,0.0,3.0,0,23.6594,20.3973,58.2865,3.5729,192.5164
2,8,0.0,0.0,0.0,0,20.1442,23.8299,68.5252,3.3014,192.5164
2,9,7.0113,0.0,0.0,1,21.0554,19.6226,80.1058,3.5057,199.5277
3,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.648,0.0
3,1,0.0,0.0,0.0,0,19.1544,19.0564,49.0971,8.0177,0.0
3,2,49.652,3.0,3.0,0,17.4652,17.4829,58.4918,8.2753,49.652
3,3,49.8175,3.0,3.0,0,19.1828,19.1071,67.6895,8.3029,99.4695
3,4,61.2341,3.0,3.0,1,20.9056,20.8002,77.2254,7.6543,160.7036
3,5,49.3431,3.0,3.0,1,21.8533,21.7588,71.1475,6.1679,210.0466
3,6,12.4821,0.0,0.0,1,22.8332,22.7066,65.9487,6.2411,222.5287
3,7,14.5017,0.0,3.0,0,20.5173,20.4999,59.4618,4.8339,237.0304
3,8,0.0,0.0,0.0,0,19.0771,22.0008,68.2552,4.2176,237.0304
3,9,8.5784,0.0,0.0,1,19.3495,18.3322,76.328,4.2892,245.6088
4,0,0.0,0.0,0.0,0,21.0,21.0,40.0,3.3048,0.0
4,1,0.0,0.0,0.0,0,19.2454,18.9396,48.8646,3.3821,0.0
4,2,20.7228,3.0,3.0,0,17.5617,17.4205,58.7748,3.4538,20.7228
4,3,24.694,3.0,3.0,0,19.2406,19.1779,68.8538,4.1157,45.4168
4,4,34.8659,3.0,3.0,1,21.048,20.9217,79.7231,4.3582,80.2828
4,5,10.2246,0.0,0.0,1,22.1254,22.048,76.5609,5.1123,90.5074
4,6,10.5516,0.0,0.0,1,20.1071,20.0489,72.3597,5.2758,101.059
4,7,17.3453,0.9519,3.0,0,18.2357,18.1292,67.6118,4.3891,118.4043
4,8,17.5949,0.7973,1.4354,1,18.1022,20.004,78.776,4.1569,135.9992
4,9,8.0879,0.0,0.0,1,18.0763,18.0577,74.4961,4.0439,144.0871
5,0,0.0,0.0,0.0,0,21.0,21.0,40.0,6.7693,0.0
5,1,0.0,0.0,0.0,0,19.2273,19.0401,49.607,7.2249,0.0
5,2,41.1576,3.0,3.0,0,17.5822,17.4918,59.6757,6.8596,41.1576
5,3,52.9194,3.0,3.0,1,19.4041,19.283,71.4287,6.6149,94.077
5,4,45.7815,3.0,3.0,1,20.6141,20.3864,68.9989,5.7227,139.8585
5,5,40.44,3.0,3.0,1,21.6652,21.6271,65.7564,5.055,180.2985
5,6,12.2914,3.0,0.0,0,22.8233,22.5527,61.6732,4.0971,192.5899
5,7,14.6665,0.0,3.0,1,24.408,21.198,73.2124,2.9333,207.2564
5,8,6.775,0.0,0.0,1,20.1997,23.9747,70.3051,3.3875,214.0314
5,9,7.6383,0.0,0.0,1,20.3521,19.0927,66.7643,3.8192,221.6698
6,0,0.0,0.0,0.0,0,21.0,21.0,40.0,6.053,0.0
6,1,0.0,0.0,0.0,0,19.2563,18.9331,48.9048,4.2332,0.0
6,2,14.7966,3.0,3.0,0,17.5262,17.3903,58.1875,2.4661,14.7966
6,3,6.3881,3.0,3.0,1,19.2766,19.0586,68.0493,0.7985,21.1848
6,4,5.2462,3.0,3.0,1,20.3165,20.1382,63.5575,0.6558,26.431
6,5,9.3742,3.0,3.0,1,21.3988,21.2225,58.6974,1.1718,35.8052
6,6,9.3097,3.0,0.0,1,22.3541,22.3247,53.7748,1.8619,45.1148
6,7,7.2888,0.0,3.0,0,23.1868,20.1858,48.4608,2.4296,52.4037
6,8,0.0,0.0,0.0,0,19.7764,23.5559,58.4654,3.3177,52.4037
6,9,8.7079,0.0,0.0,1,20.7687,19.3566,70.2704,4.354,61.1116
7,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.2675,0.0
7,1,0.0,0.0,0.0,0,19.1803,18.9535,48.4038,11.0119,0.0
7,2,72.0,3.0,3.0,0,17.4406,17.431,57.7335,12.0,72.0
7,3,65.5683,3.0,3.0,0,19.2217,19.1186,68.0056,10.928,137.5683
7,4,74.5892,3.0,3.0,1,20.8902,20.8611,77.5414,9.3236,212.1575
7,5,60.4267,3.0,3.0,1,21.982,21.8224,72.827,7.5533,272.5842
7,6,12.2646,0.0,0.0,1,22.9296,22.8429,68.1644,6.1323,284.8488
7,7,15.8502,0.0,3.0,0,20.7396,20.6555,63.1934,5.2834,300.699
7,8,8.8493,0.0,0.0285,1,19.3169,22.2634,73.4478,4.3624,309.5483
7,9,6.7334,0.0,0.0,1,18.9694,18.0592,68.9167,3.3667,316.2817
8,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.0901,0.0
8,1,0.0,0.0,0.0,0,19.2156,19.0136,49.2628,9.1932,0.0
8,2,57.8503,3.0,3.0,0,17.5505,17.3539,58.1145,9.6417,57.8503
8,3,50.131,3.0,3.0,0,19.2681,19.0939,68.3155,8.3552,107.9814
8,4,60.7717,3.0,3.0,1,21.0927,20.8999,79.8477,7.5965,168.753
8,5,32.7489,0.0,3.0,1,22.1442,21.9656,75.9269,6.5498,201.502
8,6,11.1539,0.0,0.0,1,20.1375,23.0323,72.367,5.577,212.6559
8,7,18.4824,0.0,3.0,0,20.1269,19.1161,69.1094,6.1608,231.1382
8,8,16.876,0.0,0.8021,1,18.3828,21.484,81.3737,6.0226,248.0143
8,9,11.9731,0.0,0.0,1,18.3199,18.0843,78.1403,5.9865,259.9874
9,0,0.0,0.0,0.0,0,21.0,21.0,40.0,6.4859,0.0
9,1,0.0,0.0,0.0,0,19.2443,18.9892,49.3016,5.4727,0.0
9,2,28.7825,3.0,3.0,0,17.5536,17.4882,59.3554,4.7971,28.7825
9,3,33.2282,3.0,3.0,1,19.3619,19.2525,70.7148,4.1535,62.0106
9,4,34.0163,3.0,3.0,1,20.4001,20.2334,65.5711,4.252,96.027
9,5,28.7645,3.0,3.0,1,21.5258,21.4445,62.4038,3.5956,124.7915
9,6,12.9137,3.0,0.0,1,22.6514,22.5205,59.0921,2.5827,137.7052
9,7,5.3444,0.0,3.0,0,23.4457,20.3212,53.3326,1.7815,143.0496
9,8,0.0,0.0,0.0,0,19.8308,23.6793,61.7419,1.6817,143.0496
9,9,4.4244,0.0,0.0,1,20.6628,19.4379,71.8857,2.2122,147.4739
10,0,0.0,0.0,0.0,0,21.0,21.0,40.0,6.8303,0.0
10,1,0.0,0.0,0.0,0,19.2649,18.9997,49.5811,6.6543,0.0
10,2,40.1145,3.0,3.0,0,17.4937,17.4042,58.0875,6.6857,40.1145
10,3,42.1067,3.0,3.0,0,19.0981,19.114,66.9929,7.0178,82.2212
10,4,55.0218,3.0,3.0,1,20.9517,20.8005,77.5758,6.8777,137.243
10,5,43.1413,3.0,3.0,1,21.9691,21.9528,73.911,5.3927,180.3843
10,6,18.5007,3.0,0.0,1,23.0691,22.9673,70.6714,3.7001,198.885
10,7,8.3842,0.0,3.0,0,24.0108,20.8149,67.4393,2.7947,207.2692
10,8,5.4415,0.0,0.0,1,20.5873,24.3248,79.8915,2.7207,212.7107
10,9,7.0989,0.0,0.0,1,20.8363,19.4571,78.0125,3.5494,219.8095
11,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.3988,0.0
11,1,0.6093,0.0,0.5503,0,19.1181,19.0292,48.5256,1.1072,0.6093
11,2,0.2892,3.0,3.0,1,17.52,17.9121,57.838,0.0361,0.8985
11,3,1.2047,3.0,3.0,1,18.9069,18.5833,53.5179,0.1506,2.1032
11,4,1.069,3.0,3.0,1,19.9919,19.8656,50.496,0.1336,3.1722
11,5,7.4317,3.0,3.0,1,21.2078,21.046,47.1659,0.929,10.6039
11,6,8.9032,3.0,0.0,1,22.3429,22.167,43.6995,1.7806,19.507
11,7,3.8885,0.0,3.0,0,23.26,20.1426,40.0233,1.2962,23.3955
11,8,0.0,0.0,0.0,0,19.9478,23.6915,52.5477,1.306,23.3955
11,9,0.0,0.0,0.0,0,20.841,19.5834,64.5584,2.0904,23.3955
12,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.1395,0.0
12,1,0.0,0.0,0.0,0,19.2965,18.9119,49.076,9.8154,0.0
12,2,60.473,3.0,3.0,0,17.531,17.3934,58.2753,10.0788,60.473
12,3,53.7652,3.0,3.0,0,19.2723,19.0295,67.7737,8.9609,114.2382
12,4,59.5377,3.0,3.0,1,20.9591,20.7735,77.4535,7.4422,173.776
12,5,40.37,3.0,3.0,1,21.8478,21.8155,71.6196,5.0463,214.146
12,6,15.1568,3.0,0.0,1,22.694,22.6823,64.5348,3.0314,229.3028
12,7,5.5118,0.0,3.0,0,23.5078,20.3397,57.8453,1.8373,234.8146
12,8,0.0,0.0,0.0,0,19.8154,23.6782,65.4539,1.546,234.8146
12,9,1.9366,0.0,0.0,1,20.4872,19.3164,73.0568,0.9683,236.7512
13,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.8934,0.0
13,1,0.0,0.0,0.0,0,19.1337,18.9598,48.0416,9.7228,0.0
13,2,61.1489,3.0,3.0,0,17.3972,17.4099,57.116,10.1915,61.1489
13,3,53.4622,3.0,3.0,0,19.2314,19.0767,67.6206,8.9104,114.611
13,4,57.9444,3.0,3.0,1,20.95,20.9246,78.5281,7.2431,172.5555
13,5,52.5421,3.0,3.0,1,21.9807,21.9309,73.7792,6.5678,225.0975
13,6,10.9372,0.0,0.0,1,22.8759,22.9422,68.6588,5.4686,236.0347
13,7,12.0252,0.0,3.0,0,20.587,20.7382,62.6896,4.0084,248.0598
13,8,7.0043,0.0,0.1563,1,19.1758,22.1647,71.3514,3.2483,255.0641
13,9,4.3516,0.0,0.0,1,18.7772,18.0723,66.001,2.1758,259.4157
14,0,0.0,0.0,0.0,0,21.0,21.0,40.0,4.9177,0.0
14,1,0.0,0.0,0.0,0,19.1945,18.918,48.212,7.3095,0.0
14,2,52.2094,3.0,3.0,0,17.5368,17.3155,57.5407,8.7016,52.2094
14,3,51.5203,3.0,3.0,0,19.118,19.1206,67.0531,8.5867,103.7297
14,4,64.8355,3.0,3.0,1,20.8767,20.759,76.373,8.1044,168.5652
14,5,62.564,3.0,3.0,1,21.8217,21.86,71.4908,7.8205,231.1292
14,6,13.3013,0.0,0.0,1,22.7997,22.848,66.6975,6.6506,244.4304
14,7,19.4076,0.0,3.0,0,20.6628,20.6645,62.1289,6.4692,263.8381
14,8,13.1758,0.0,0.0387,1,19.2881,22.2898,72.9098,6.4629,277.0138
14,9,12.872,0.0,0.0,1,18.9727,18.0647,68.3858,6.436,289.8858
15,0,0.0,0.0,0.0,0,21.0,21.0,40.0,4.4781,0.0
15,1,0.0,0.0,0.0,0,19.1252,19.0212,48.5178,2.4075,0.0
15,2,8.3969,3.0,3.0,1,17.5709,17.3888,58.5379,1.0496,8.3969
15,3,6.3211,3.0,3.0,1,18.6019,18.4734,54.3098,0.7901,14.718
15,4,2.924,3.0,3.0,1,19.7146,19.6958,50.6261,0.3655,17.642
15,5,4.5172,3.0,3.0,1,20.9545,20.8765,47.1124,0.5647,22.1592
15,6,5.373,3.0,0.0,1,22.0607,22.0251,43.2536,1.0746,27.5322
15,7,5.8776,0.0,3.0,0,23.0339,19.9425,39.1768,1.9592,33.4097
15,8,0.0,0.0,0.0,0,19.6547,23.3275,49.2391,3.222,33.4097
15,9,0.0,0.0,0.0,0,20.4733,19.1578,59.4315,3.6545,33.4097
16,0,0.0,0.0,0.0,0,21.0,21.0,40.0,6.0168,0.0
16,1,0.0,0.0,0.0,0,19.1593,18.9632,48.3024,4.4533,0.0
16,2,22.1183,3.0,3.0,0,17.5581,17.314,57.728,3.6864,22.1183
16,3,17.9132,3.0,3.0,0,19.185,19.1243,67.7164,2.9855,40.0315
16,4,22.0521,3.0,3.0,1,21.0805,20.8637,79.2399,2.7565,62.0837
16,5,18.7185,3.0,3.0,1,22.0862,21.9974,75.4755,2.3398,80.8022
16,6,15.357,3.0,0.0,1,23.0525,22.9547,70.6629,3.0714,96.1592
16,7,10.3316,0.0,3.0,0,23.743,20.8112,65.2247,3.4439,106.4908
16,8,8.2611,0.0,0.0,1,20.2242,24.1819,75.3213,4.1305,114.7519
16,9,8.8811,0.0,0.0,1,20.4677,19.1479,71.4415,4.4405,123.633
17,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.7475,0.0
17,1,0.4808,0.3533,0.5104,0,19.2926,18.9115,49.0366,0.5567,0.4808
17,2,4.0317,3.0,3.0,1,17.9515,17.8844,58.7018,0.504,4.5126
17,3,6.2769,3.0,3.0,1,18.9996,18.7211,53.1867,0.7846,10.7895
17,4,0.4989,3.0,3.0,1,19.9632,19.8336,47.7515,0.0624,11.2884
17,5,1.0118,3.0,3.0,1,21.0805,20.8559,42.056,0.1265,12.3001
17,6,0.0,3.0,3.0,1,22.0408,21.9296,36.3054,0.0,12.3001
17,7,3.4954,0.0,3.0,1,22.9424,22.7977,31.0371,0.6991,15.7956
17,8,0.0,0.0,0.0,0,20.4953,23.5294,25.6956,1.2904,15.7956
17,9,0.0,0.0,0.0,0,20.6423,19.7297,34.1118,1.5945,15.7956
18,0,0.0,0.0,0.0,0,21.0,21.0,40.0,5.6296,0.0
18,1,0.0,0.0,0.0,0,19.1164,18.9327,47.6416,7.0241,0.0
18,2,42.2428,3.0,3.0,0,17.3821,17.3375,56.2893,7.0405,42.2428
18,3,41.2948,3.0,3.0,0,19.0601,18.9714,65.0124,6.8825,83.5376
18,4,49.5874,3.0,3.0,1,20.7734,20.5705,73.3839,6.1984,133.125
18,5,51.2133,3.0,3.0,1,21.7144,21.5969,67.531,6.4017,184.3383
18,6,12.6781,0.0,0.0,1,22.7548,22.528,62.4557,6.3391,197.0164
18,7,18.8016,0.0,3.0,0,20.4654,20.3708,56.421,6.2672,215.8179
18,8,0.0,0.0,0.0,0,19.0557,21.9788,66.2906,4.4629,215.8179
18,9,7.7211,0.0,0.0,1,19.2822,18.3529,74.2957,3.8606,223.539
19,0,0.0,0.0,0.0,0,21.0,21.0,40.0,5.6351,0.0
19,1,0.0,0.0,0.0,0,19.2889,18.9735,49.5618,6.4893,0.0
19,2,38.7759,3.0,3.0,0,17.5715,17.5155,59.7881,6.4626,38.7759
19,3,41.9906,3.0,3.0,1,19.434,19.1475,70.4862,5.2488,80.7664
19,4,36.1642,3.0,3.0,1,20.3748,20.2406,65.4454,4.5205,116.9306
19,5,33.2662,3.0,3.0,1,21.4265,21.3067,60.2912,4.1583,150.1968
19,6,10.7135,3.0,0.0,0,22.3915,22.3309,54.8532,3.5712,160.9102
19,7,10.3404,0.0,3.0,0,24.0666,20.869,65.6534,3.4468,171.2507
19,8,6.6423,0.0,0.0,1,20.4926,24.3288,76.399,3.3212,177.893
19,9,8.0908,0.0,0.0,1,20.6739,19.356,72.8838,4.0454,185.9838
20,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.2674,0.0
20,1,0.0,0.0,0.0,0,19.1439,19.0761,49.1799,1.8152,0.0
20,2,14.6249,3.0,3.0,1,17.5515,17.5022,59.4497,1.8281,14.6249
20,3,19.1595,3.0,3.0,1,18.4597,18.5445,53.8209,2.3949,33.7844
20,4,27.0619,3.0,3.0,1,19.6056,19.6318,49.1557,3.3827,60.8463
20,5,28.8909,3.0,3.0,1,20.7875,20.7552,44.4484,3.6114,89.7372
20,6,25.0204,3.0,3.0,0,21.9989,21.7861,40.2173,4.1701,114.7576
20,7,13.6666,0.0,3.0,0,23.5357,23.4348,49.9242,4.5555,128.4242
20,8,0.0,0.0,0.0,0,21.8986,24.7541,60.6689,4.5599,128.4242
20,9,9.0865,0.0,0.0,1,21.8995,20.9444,70.0455,4.5433,137.5107
21,0,0.0,0.0,0.0,0,21.0,21.0,40.0,5.5307,0.0
21,1,0.0,0.0,0.0,0,19.2807,19.0739,50.3915,6.6804,0.0
21,2,40.0704,3.0,3.0,0,17.6308,17.5351,60.5802,6.6784,40.0704
21,3,46.2871,3.0,3.0,1,19.2875,19.2448,70.1966,5.7859,86.3576
21,4,40.945,3.0,3.0,1,20.397,20.3261,66.5245,5.1181,127.3026
21,5,35.7261,3.0,3.0,1,21.4566,21.4788,62.3168,4.4658,163.0287
21,6,11.0168,3.0,0.0,0,22.5184,22.4523,57.4766,3.6723,174.0455
21,7,8.1558,0.0,3.0,0,24.1127,20.9275,67.207,2.7186,182.2013
21,8,4.5401,0.0,0.0,1,20.492,24.2686,76.5575,2.27,186.7413
21,9,5.2974,0.0,0.0,1,20.5385,19.1609,70.5607,2.6487,192.0387
22,0,0.0,0.0,0.0,0,21.0,21.0,40.0,4.6354,0.0
22,1,0.0,0.0,0.0,0,19.292,19.0667,50.4283,2.7401,0.0
22,2,18.1978,3.0,3.0,0,17.7344,17.6293,62.3648,3.033,18.1978
22,3,33.9362,3.0,3.0,1,19.7102,19.4367,75.9095,4.242,52.134
22,4,43.8801,3.0,3.0,1,20.9178,20.5887,74.3089,5.485,96.0141
22,5,28.8857,0.0,3.0,1,22.0048,21.7837,71.435,5.7771,124.8998
22,6,0.0,0.0,0.0,0,20.0095,22.9179,68.2946,4.9894,124.8998
22,7,23.5822,0.0,3.0,1,20.6818,19.7238,79.8642,4.7164,148.4819
22,8,14.3597,0.0832,1.0614,1,18.0889,21.3189,76.1807,4.5664,162.8416
22,9,9.1013,0.0,0.0,1,18.0405,18.0571,70.8223,4.5506,171.9429
23,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.393,0.0
23,1,0.0,0.0,0.0,0,19.1633,18.9646,48.3515,2.7811,0.0
23,2,18.5675,3.0,3.0,0,17.3693,17.3067,55.9682,3.0946,18.5675
23,3,18.7807,3.0,3.0,0,19.0847,18.9725,65.2755,3.1301,37.3482
23,4,27.5194,3.0,3.0,1,20.7777,20.723,74.8504,3.4399,64.8676
23,5,26.1326,3.0,3.0,1,21.8736,21.6957,70.0494,3.2666,91.0002
23,6,15.6801,3.0,0.0,1,22.7898,22.6936,64.6887,3.136,106.6803
23,7,8.7985,0.0,3.0,0,23.7107,20.5489,60.8406,2.9328,115.4789
23,8,6.1055,0.0,0.0,1,20.2463,24.0675,72.4934,3.0527,121.5843
23,9,8.9006,0.0,0.0,1,20.4363,19.1753,69.3254,4.4503,130.485
24,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.4971,0.0
24,1,0.0,0.0,0.0,0,19.1154,18.9994,48.2325,6.6885,0.0
24,2,31.6871,3.0,3.0,0,17.4825,17.4003,57.8168,5.2812,31.6871
24,3,26.5718,3.0,3.0,0,19.027,19.1414,66.4509,4.4286,58.2589
24,4,30.9121,3.0,3.0,1,20.7395,20.7794,75.2883,3.864,89.171
24,5,19.9208,3.0,3.0,1,21.7731,21.6904,69.388,2.4901,109.0918
24,6,9.5757,3.0,0.0,1,22.6813,22.7405,64.3299,1.9151,118.6675
24,7,9.4541,0.0,3.0,0,23.604,20.4992,59.5739,3.1514,128.1216
24,8,0.0,0.0,0.0,0,20.079,23.9056,69.5296,4.0576,128.1216
24,9,9.6203,0.0,0.0,1,20.8965,19.6111,79.4922,4.8101,137.7418
25,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.5174,0.0
25,1,0.0,0.0,0.0,0,19.1684,19.0284,48.9712,1.7921,0.0
25,2,9.9759,3.0,3.0,1,17.5352,17.5386,59.6099,1.247,9.9759
25,3,12.6256,3.0,3.0,1,18.5419,18.5315,54.4416,1.5782,22.6015
25,4,22.7212,3.0,3.0,1,19.6885,19.6084,49.7502,2.8401,45.3226
25,5,35.7247,3.0,3.0,1,20.8658,20.6966,44.7383,4.4656,81.0473
25,6,34.9554,3.0,3.0,0,21.8028,21.8101,38.7986,5.8259,116.0027
25,7,19.9283,0.0,3.0,0,23.3879,23.4115,48.3607,6.6428,135.931
25,8,0.0,0.0,0.0,0,21.6865,24.6399,57.5535,7.3812,135.931
25,9,0.0,0.0,0.0,0,21.7934,20.7274,66.6659,7.8733,135.931
26,0,0.0,0.0,0.0,0,21.0,21.0,40.0,3.9159,0.0
26,1,0.0,0.0,0.0,0,19.2438,19.0311,49.674,4.8769,0.0
26,2,34.1725,3.0,3.0,0,17.6057,17.4662,59.663,5.6954,34.1725
26,3,44.7429,3.0,3.0,1,19.3618,19.2942,71.1538,5.5929,78.9154
26,4,35.5283,3.0,3.0,1,20.4258,20.3336,66.8062,4.441,114.4438
26,5,23.4077,3.0,3.0,1,21.4905,21.3984,61.8864,2.926,137.8514
26,6,10.0655,3.0,0.0,1,22.5627,22.3833,57.1999,2.0131,147.917
26,7,6.2869,0.0,3.0,0,23.4101,20.3404,53.1231,2.0956,154.2039
26,8,0.0,0.0,0.0,0,20.0399,23.7077,63.8035,2.6635,154.2039
26,9,6.3273,0.0,0.0,1,20.8761,19.5376,74.8403,3.1637,160.5313
27,0,0.0,0.0,0.0,0,21.0,21.0,40.0,5.8934,0.0
27,1,0.0,0.0,0.0,0,19.1588,18.9634,48.3,5.1729,0.0
27,2,27.5788,3.0,3.0,0,17.4606,17.3409,57.0917,4.5965,27.5788
27,3,26.4507,3.0,3.0,0,19.0317,18.9889,65.0545,4.4085,54.0295
27,4,29.8657,3.0,3.0,1,20.6988,20.6211,73.2971,3.7332,83.8952
27,5,27.9548,3.0,3.0,1,21.6013,21.6479,67.0809,3.4944,111.8501
27,6,17.5489,3.0,0.0,1,22.6064,22.6187,61.9882,3.5098,129.399
27,7,8.7627,0.0,3.0,0,23.4634,20.4443,57.0656,2.9209,138.1616
27,8,0.0,0.0,0.0,0,20.0384,23.8835,68.0415,3.1019,138.1616
27,9,7.2671,0.0,0.0,1,20.919,19.6954,79.4725,3.6335,145.4287
28,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.3234,0.0
28,1,0.0,0.0,0.0,0,19.2742,18.9037,48.8012,2.1925,0.0
28,2,14.2716,3.0,3.0,0,17.5041,17.4368,58.3975,2.3786,14.2716
28,3,16.8147,3.0,3.0,0,19.3212,19.1475,69.2625,2.8024,31.0862
28,4,27.6437,3.0,3.0,1,20.9656,20.9814,79.5205,3.4555,58.7299
28,5,21.5948,3.0,0.0,1,21.8951,22.0158,74.1791,4.319,80.3247
28,6,10.2715,0.0,0.0,1,23.0087,19.9418,70.2551,5.1357,90.5962
28,7,15.9938,0.0,3.0,0,18.9822,19.911,65.6262,5.3313,106.59
28,8,15.9017,0.0473,1.0099,1,18.4605,20.9687,76.7849,5.2014,122.4917
28,9,27.1847,0.0,3.0,1,18.1228,17.9977,72.2473,5.4369,149.6764
29,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.1676,0.0
29,1,0.0,0.0,0.0,0,19.1194,19.0492,48.7182,7.207,0.0
29,2,41.1884,3.0,3.0,0,17.5511,17.3499,58.0301,6.8647,41.1884
29,3,33.1453,3.0,3.0,0,19.226,19.1094,68.0195,5.5242,74.3337
29,4,38.5561,3.0,3.0,1,20.9798,20.8314,78.1346,4.8195,112.8899
29,5,38.2568,3.0,3.0,1,21.9537,21.9733,74.0374,4.7821,151.1467
29,6,9.42,0.0,0.0,1,23.1518,22.9642,71.4731,4.71,160.5667
29,7,14.1443,0.0,3.0,0,21.0046,20.8845,68.1662,4.7148,174.7109
29,8,9.9148,0.0,0.0,1,19.6742,22.4906,79.6801,4.9574,184.6257
29,9,9.7089,0.0,0.0,1,19.3274,18.3314,76.3423,4.8544,194.3346
30,0,0.0,0.0,0.0,0,21.0,21.0,40.0,4.9419,0.0
30,1,0.0,0.0,0.0,0,19.2064,18.9701,48.7883,5.9366,0.0
30,2,40.8823,3.0,3.0,0,17.4884,17.4281,58.176,6.8137,40.8823
30,3,44.622,3.0,3.0,0,19.2886,19.0442,68.0163,7.437,85.5044
30,4,55.4229,3.0,3.0,1,20.8929,20.8372,77.4226,6.9279,140.9273
30,5,51.1827,3.0,3.0,1,21.9574,21.8139,72.5816,6.3978,192.11
30,6,12.6802,0.0,0.0,1,22.9028,22.8195,67.7348,6.3401,204.7902
30,7,15.7498,0.0,3.0,0,20.6772,20.6443,62.5088,5.2499,220.54
30,8,9.7652,0.0,0.103,1,19.3236,22.2002,72.8504,4.6434,230.3053
30,9,9.0288,0.0,0.0,1,18.9285,18.0213,67.3974,4.5144,239.3341
31,0,0.0,0.0,0.0,0,21.0,21.0,40.0,5.3803,0.0
31,1,0.0,0.0,0.0,0,19.1397,19.0917,49.2825,4.261,0.0
31,2,22.4097,3.0,3.0,0,17.5267,17.4558,58.8193,3.735,22.4097
31,3,19.1381,3.0,3.0,0,19.2375,19.1978,69.0471,3.1897,41.5478
31,4,21.3175,3.0,3.0,1,20.9876,20.9024,79.0631,2.6647,62.8653
31,5,13.451,3.0,3.0,1,22.0705,22.006,75.6736,1.6814,76.3163
31,6,4.8595,3.0,3.0,1,23.0619,22.9496,70.9579,0.6074,81.1758
31,7,1.0479,0.0,3.0,1,23.8213,23.7272,65.4324,0.2096,82.2237
31,8,1.064,3.0,0.0,0,21.294,24.199,58.6576,0.3547,83.2877
31,9,0.0,0.0,0.0,0,24.233,20.334,65.9361,0.1888,83.2877
32,0,0.0,0.0,0.0,0,21.0,21.0,40.0,6.5491,0.0
32,1,0.0,0.0,0.0,0,19.27,18.9951,49.5859,7.6015,0.0
32,2,47.164,3.0,3.0,0,17.6368,17.4329,59.6352,7.8607,47.164
32,3,63.5905,3.0,3.0,1,19.4584,19.2289,71.4243,7.9488,110.7544
32,4,55.5041,3.0,3.0,1,20.5501,20.3041,67.6766,6.938,166.2586
32,5,44.5202,3.0,3.0,1,21.5961,21.4943,63.8024,5.565,210.7787
32,6,13.8526,3.0,0.0,0,22.5795,22.5126,58.7989,4.6175,224.6313
32,7,11.5304,0.0,3.0,0,24.093,21.1442,69.3189,3.8435,236.1617
32,8,6.5602,0.0,0.0,1,20.5548,24.4221,79.0214,3.2801,242.7219
32,9,5.2881,0.0,0.0,1,20.6425,19.3593,73.9933,2.644,248.01
33,0,0.0,0.0,0.0,0,21.0,21.0,40.0,5.2521,0.0
33,1,0.0,0.0,0.0,0,19.2332,19.0259,49.5321,5.1049,0.0
33,2,37.0285,3.0,3.0,0,17.6145,17.5157,60.1738,6.1714,37.0285
33,3,42.3054,3.0,3.0,0,19.2489,19.1811,69.1581,7.0509,79.3339
33,4,52.6947,3.0,3.0,1,20.9669,20.8927,78.9433,6.5868,132.0286
33,5,43.9671,3.0,3.0,1,21.9589,21.8002,72.9426,5.4959,175.9957
