Day,Hour,Price,Occupancy_R1,Occupancy_R2,Temp_Room1,Temp_Room2,Power_Heater1,Power_Heater2,Ventilation_On,Humidity,Cost
0,0,4.311188506349689,32.969097664154,15.4710408718597,21.0,21.0,0.0,0.0,1,40.0,8.622377012699378
0,1,3.524664059340214,34.098941577065816,19.416994739003783,18.559381953283083,18.209420817437195,1.767259191323923,1.9559097873313966,1,33.71922493648246,20.172248004597247
0,2,3.0272179616268238,33.61700679934285,20.760379683143615,18.000000000999993,18.000000000999997,1.92036496242563,2.177497504749617,1,28.352093473374993,18.459558788162965
0,3,3.082559734341235,35.44515142724666,24.827505106282526,18.000000001,18.000000000999997,1.6983918732425813,1.9107447996618667,1,23.14002304022256,17.290498852312016
0,4,3.3083678532011027,32.503181227782214,30.0,18.000000000999997,18.000000001,1.6072312772318718,1.657294901787516,1,18.989101216257808,17.416989173003376
0,5,4.192301144705626,30.24481328432489,29.73411686413934,18.000000001000004,18.000000001,1.9760220608673236,1.952189561258657,0,15.239673837258607,16.468246080084693
0,6,5.470418023367315,24.59216549300006,29.67855933903202,19.08091832745382,19.046871899441445,0.11305295492649914,0.001111149602151973,0,26.03588126398217,0.6245253750351231
0,7,6.3308398830607695,25.693215591757046,25.438845242704595,18.000000001,18.000000001,1.1934305899523736,1.1985179969334219,0,35.80461173374795,15.143043512087441
0,8,7.047661207485221,29.555435016300834,22.523491114894377,18.000000001,18.000000000999997,1.3015963980864669,1.442235276114598,0,45.00838268395104,19.33759605013607
0,9,6.712330271902297,26.97291570405082,18.75010821670726,18.000000000999997,18.000000001,0.0,0.0,0,54.38258938756618,0.0
1,0,7.3321530013852945,25.7342414983848,16.144992366405123,21.0,21.0,1.0093043206144898,0.5618060277887769,0,40.0,11.519621456552507
1,1,8.648140847410337,22.844535639400753,19.673001215705757,20.123989150582187,19.48470587511688,0.057794116279684005,0.0,0,47.53826209566218,0.499811657738318
1,2,7.884593167844987,28.60173119013869,21.42300550499739,18.000000001,18.070560178886005,1.2783343678781056,1.4430769349467347,0,55.19141872958136,21.457220965148863
1,3,6.095926729207571,24.350130853755847,23.510292489765714,18.000000001,18.000000001,1.9202922847123993,1.9370890519921993,1,64.19587133470586,35.706167453579134
1,4,4.919507707126695,34.47682771181968,22.089877515941293,18.000000001,18.000000000999997,1.5677583475511234,1.8154973514686894,1,57.810747536539736,26.482967900761675
1,5,4.594508577541502,32.21286023602414,21.621067257463682,18.000000001,18.000000001,1.555742795379515,1.7675786549507244,1,52.99275447753671,24.458046064552956
1,6,4.360500787747049,37.020633654644946,21.88869592552539,18.000000001,18.000000001,0.8168822286946157,1.119520983277006,0,47.68286142636451,8.443687731198173
1,7,3.572867359133523,35.76509059783254,21.116303834092513,18.000000001,18.000000001,0.9919930898308635,1.2849688251056643,0,58.28654075079517,8.135282903866882
1,8,3.301405384378153,40.347095621587265,23.989495761154217,18.000000000999997,18.000000001,1.0857631859807384,1.4129151831894013,0,68.52519174854167,8.249150221807522
1,9,3.5056575759904742,35.797588669947196,25.974328291593814,18.000000001,18.000000000999997,0.0,0.0,1,80.10577819743514,7.0113151519809485
2,0,7.6479743854573785,27.721293233033787,22.818338600598924,21.0,21.0,0.0,0.0,0,40.0,0.0
2,1,8.017705861,26.389921148875032,25.80282108578918,19.154425864660677,19.05636677201198,0.534758853729592,0.5170831271966989,0,49.09713373005388,8.433359615318572
2,2,8.275328396050925,27.307563536933053,23.790638297941634,18.000000001,18.000000001,2.046553827673822,2.1168923324536495,1,58.49182733229344,51.004541026433905
2,3,8.302920910912846,29.69078795928531,23.286231067100058,18.000000001,18.000000000999997,1.8134791426018104,1.9415702804455144,1,52.689503662570885,47.78372019795654
2,4,7.654257442106276,27.937397972883993,21.629977523834345,18.000000000999997,18.000000001,1.6985469423298376,1.8246953513108295,1,47.22536708732025,42.276318430655216
2,5,6.167881551658359,31.100262650557788,23.35104297589282,18.000000001000004,18.000000001,1.577994747088841,1.7329791405821382,1,41.14749467672955,32.75745786310511
2,6,6.241061387746969,25.032606994366216,22.26226348177931,18.000000000999997,18.000000000999997,1.0566427619001928,1.112049632151932,0,35.94872968949066,13.534942362419251
2,7,4.8338865423944295,26.46592526731451,22.386144388702185,18.000000001,18.000000001,1.177976396441224,1.2595720140134707,0,44.46180637519686,11.782832457731882
2,8,4.217550966233871,25.930922895586534,18.918147165354213,18.000000000999997,18.000000001,1.374086640500756,1.5143421551054024,0,53.25517891327986,12.182095657806487
2,9,4.289198920373119,32.362336053017174,16.345033352656657,18.000000001000004,18.000000001,0.0,0.0,0,61.3280115242492,0.0
3,0,3.3048012340210855,32.26903443186937,16.978933102062314,21.0,21.0,0.0,0.0,1,40.0,6.609602468042171
3,1,3.382099322077719,33.350904657636065,21.705784834987917,18.54538068863739,18.23957866204125,1.7683256023437934,1.9094873908179153,1,33.864634156107705,19.202927475056278
3,2,3.4538076971036067,30.62293243831953,25.37128895299335,18.000000000999997,18.000000001,1.980246449646092,2.085279319352619,1,28.774838264780023,20.94915958794802
3,3,4.115665861886264,33.82197200642916,26.56330134276599,18.000000001,18.000000001,1.7308554616589298,1.876028874932194,1,23.853798115216343,23.0760624556529
3,4,4.358241910538685,35.765225339686424,30.0,18.000000000999997,18.000000001,1.541990394993789,1.657294901787516,1,19.72314731807147,22.65974308527985
3,5,5.112308244964565,32.03362218255116,27.959886492459493,18.000000001000004,18.000000001,0.8593275564489744,0.9408022702508053,0,16.560887879215024,9.202818555043917
3,6,5.275780035,31.57855164606743,25.377559558274285,18.000000000999997,18.000000000999997,0.9257238688661695,1.0497437106220318,0,27.359719440716944,10.422132415653628
3,7,4.389079756,35.46929499083572,26.55382495872718,18.000000001,18.000000001,0.9979090019708001,1.176218402612971,0,37.611819457498456,9.542418578423453
3,8,4.156893335917718,31.929797814504514,27.62621569512222,18.000000000999997,18.000000000999997,1.2541091421223953,1.3401807845100422,0,48.77598104841978,10.784186507456843
3,9,4.0439465371615455,32.215008627000515,30.0,18.000000000999997,18.000000001,0.0,0.0,0,59.49606348015259,0.0
4,0,6.769341992482144,31.365327650566044,22.007154082152155,21.0,21.0,0.0,0.0,0,40.0,0.0
4,1,7.224936543967067,31.633591567781178,24.303463872958442,19.22730655301132,19.040143081643045,0.4177554530676346,0.5082089655536066,0,49.607046711889275,6.690034166509825
4,2,6.859592786501511,36.351463928442385,28.94298127296512,18.000000000999997,18.000000001,1.8656758198436385,2.013845472953183,1,59.675716691222405,40.33112184815112
4,3,6.614926951011565,41.51534535158693,28.31894209058969,18.000000001,18.000000000999997,1.576987994755779,1.8409160599757222,1,56.42871682747575,35.839039549638244
4,4,5.722686684749252,35.319450745222504,30.0,18.000000000999997,18.000000001,1.5509058868830674,1.657294901787516,1,53.99888856706754,29.804901304825705
4,5,5.055002876401586,37.37420676699273,23.27484619726643,18.000000001000004,18.000000001,1.4525158647601435,1.7345030761546658,1,50.75638970120758,26.22039566627387
4,6,4.097149072681395,39.33264963313126,24.774068632747117,18.000000000999997,18.000000000999997,0.770641909124893,1.061813529132575,0,46.67321923477423,7.507843099586564
4,7,2.9332928388326955,38.29068417179338,28.890937409379404,18.000000001,18.000000001,0.9414812183516469,1.1294761535999265,0,58.21242852263234,6.0747244286733295
4,8,3.3875229582215765,35.002111755189766,28.660241505949053,18.000000001,18.000000001,1.89266286330869,2.0195002682935015,1,70.30512040724344,20.027588341053598
4,9,3.819165767252922,36.35705484637751,25.931235655029987,18.000000001,18.000000001,0.0,0.0,1,66.76434399424842,7.638331534505844
5,0,6.053035409,32.81367886473842,16.657447977782923,21.0,21.0,0.0,0.0,0,40.0,0.0
5,1,4.233234238138066,31.606218228676816,19.96428241608611,19.25627357729477,18.93314895955566,0.473809285817115,0.6097106167472006,0,48.90480283165384,4.586793549239283
5,2,2.4661025689868654,33.86182316647451,20.925934954490288,18.00000000099999,18.000000001,1.9154686350829957,0.057617131586059855,1,58.18749294771116,9.798037015987708
5,3,0.798518197,35.28074154611529,23.09794250018918,18.000000000999997,15.883430733263374,2.971621631507187,3.0,1,53.04928940948483,6.365484932357318
5,4,0.6557757408914365,33.91224422051305,22.42086331979994,18.000000000999997,18.41969316889528,3.0,3.0,1,48.55745253781963,5.246205927131492
5,5,1.1717751016307383,30.050576373092493,25.934881365978743,19.672765884359915,19.317030315977064,2.69359875774116,3.0,1,43.697411895075966,9.01516746625827
5,6,1.8619332025219248,27.15033819019525,26.66058708679685,20.386658240097223,20.717466252728645,0.0841246448721904,3.0,0,38.77479428810879,5.742434077003671
5,7,2.429613073165737,30.809830415752778,24.771664835559893,19.416313730654934,22.223151659925346,0.0,0.01732690338491475,0,48.460760837967364,0.042097670981468535
5,8,3.3176841873575342,39.74787077635845,25.835303734454218,19.867686821779227,18.92219903477916,0.0,0.0,0,58.46542998320365,0.0
5,9,4.35395057,38.642500379275994,23.630791157105108,18.01587778461595,18.021272779877883,0.0,0.0,1,70.27040139514993,8.70790114
